Flight Distance,Mean,Median,Variance,Standard deviation,Standard error,,,,,,,,,,Q1,Q3,IQR,Lower fence,Upper fence,outlier status
859,,,,,,,,,,,,,,,,,,,,Normal
859,,,,,,,,,,,,,,,,,,,,Normal
834,,,,,,,,,,,,,,,,,,,,Normal
933,,,,,,,,,,,,,,,,,,,,Normal
933,,,,,,,,,,,,,,,,,,,,Normal
834,,,,,,,,,,,,,,,,,,,,Normal
933,,,,,,,,,,,,,,,,,,,,Normal
873,,,,,,,,,,,,,,,,,,,,Normal
473,,,,,,,,,,,,,,,,,,,,Normal
434,,,,,,,,,,,,,,,,,,,,Normal
834,,,,,,,,,,,,,,,,,,,,Normal
834,,,,,,,,,,,,,,,,,,,,Normal
873,,,,,,,,,,,,,,,,,,,,Normal
834,,,,,,,,,,,,,,,,,,,,Normal
569,,,,,,,,,,,,,,,,,,,,Normal
859,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
2034,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1009,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
3334,,,,,,,,,,,,,,,,,,,,Normal
3561,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
1542,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
1204,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
902,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
2402,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
1658,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3887,,,,,,,,,,,,,,,,,,,,Outlier
2683,,,,,,,,,,,,,,,,,,,,Normal
954,,,,,,,,,,,,,,,,,,,,Normal
467,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3497,,,,,,,,,,,,,,,,,,,,Normal
954,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
2061,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3188,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3832,,,,,,,,,,,,,,,,,,,,Outlier
2265,,,,,,,,,,,,,,,,,,,,Normal
954,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3140,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3380,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
2065,,,,,,,,,,,,,,,,,,,,Normal
2860,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
2882,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3441,,,,,,,,,,,,,,,,,,,,Normal
3282,,,,,,,,,,,,,,,,,,,,Normal
1588,,,,,,,,,,,,,,,,,,,,Normal
2589,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
2675,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3392,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3277,,,,,,,,,,,,,,,,,,,,Normal
3848,,,,,,,,,,,,,,,,,,,,Outlier
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
3664,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
467,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
954,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
467,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
867,,,,,,,,,,,,,,,,,,,,Normal
954,,,,,,,,,,,,,,,,,,,,Normal
954,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
2714,,,,,,,,,,,,,,,,,,,,Normal
3317,,,,,,,,,,,,,,,,,,,,Normal
1754,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
3324,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
3611,,,,,,,,,,,,,,,,,,,,Normal
2559,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
3686,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
763,,,,,,,,,,,,,,,,,,,,Normal
2304,,,,,,,,,,,,,,,,,,,,Normal
2304,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1489,,,,,,,,,,,,,,,,,,,,Normal
1489,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1489,,,,,,,,,,,,,,,,,,,,Normal
209,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1489,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1489,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1709,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
999,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
1399,,,,,,,,,,,,,,,,,,,,Normal
2042,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
996,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
2496,,,,,,,,,,,,,,,,,,,,Normal
1264,,,,,,,,,,,,,,,,,,,,Normal
2537,,,,,,,,,,,,,,,,,,,,Normal
2537,,,,,,,,,,,,,,,,,,,,Normal
1395,,,,,,,,,,,,,,,,,,,,Normal
2537,,,,,,,,,,,,,,,,,,,,Normal
1037,,,,,,,,,,,,,,,,,,,,Normal
2537,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
1029,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
2588,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1352,,,,,,,,,,,,,,,,,,,,Normal
1160,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
221,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1721,,,,,,,,,,,,,,,,,,,,Normal
1739,,,,,,,,,,,,,,,,,,,,Normal
1739,,,,,,,,,,,,,,,,,,,,Normal
1069,,,,,,,,,,,,,,,,,,,,Normal
1739,,,,,,,,,,,,,,,,,,,,Normal
1422,,,,,,,,,,,,,,,,,,,,Normal
1739,,,,,,,,,,,,,,,,,,,,Normal
1739,,,,,,,,,,,,,,,,,,,,Normal
1739,,,,,,,,,,,,,,,,,,,,Normal
1739,,,,,,,,,,,,,,,,,,,,Normal
1050,,,,,,,,,,,,,,,,,,,,Normal
2846,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2451,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2715,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2681,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2701,,,,,,,,,,,,,,,,,,,,Normal
2701,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2715,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2715,,,,,,,,,,,,,,,,,,,,Normal
2681,,,,,,,,,,,,,,,,,,,,Normal
2715,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
1359,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2681,,,,,,,,,,,,,,,,,,,,Normal
2701,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2701,,,,,,,,,,,,,,,,,,,,Normal
1368,,,,,,,,,,,,,,,,,,,,Normal
1316,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
719,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2701,,,,,,,,,,,,,,,,,,,,Normal
1149,,,,,,,,,,,,,,,,,,,,Normal
1035,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
1215,,,,,,,,,,,,,,,,,,,,Normal
1201,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2701,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2715,,,,,,,,,,,,,,,,,,,,Normal
2701,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2715,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2701,,,,,,,,,,,,,,,,,,,,Normal
2688,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2640,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
2681,,,,,,,,,,,,,,,,,,,,Normal
2677,,,,,,,,,,,,,,,,,,,,Normal
1201,,,,,,,,,,,,,,,,,,,,Normal
2701,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
818,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2603,,,,,,,,,,,,,,,,,,,,Normal
2603,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2607,,,,,,,,,,,,,,,,,,,,Normal
1355,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2607,,,,,,,,,,,,,,,,,,,,Normal
2603,,,,,,,,,,,,,,,,,,,,Normal
2631,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2603,,,,,,,,,,,,,,,,,,,,Normal
802,,,,,,,,,,,,,,,,,,,,Normal
1103,,,,,,,,,,,,,,,,,,,,Normal
2607,,,,,,,,,,,,,,,,,,,,Normal
2603,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2603,,,,,,,,,,,,,,,,,,,,Normal
2631,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2603,,,,,,,,,,,,,,,,,,,,Normal
2607,,,,,,,,,,,,,,,,,,,,Normal
2607,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2562,,,,,,,,,,,,,,,,,,,,Normal
2607,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2541,,,,,,,,,,,,,,,,,,,,Normal
1845,,,,,,,,,,,,,,,,,,,,Normal
2889,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2676,,,,,,,,,,,,,,,,,,,,Normal
2384,,,,,,,,,,,,,,,,,,,,Normal
2417,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2349,,,,,,,,,,,,,,,,,,,,Normal
2349,,,,,,,,,,,,,,,,,,,,Normal
2541,,,,,,,,,,,,,,,,,,,,Normal
2378,,,,,,,,,,,,,,,,,,,,Normal
2466,,,,,,,,,,,,,,,,,,,,Normal
2355,,,,,,,,,,,,,,,,,,,,Normal
2409,,,,,,,,,,,,,,,,,,,,Normal
2384,,,,,,,,,,,,,,,,,,,,Normal
2378,,,,,,,,,,,,,,,,,,,,Normal
1180,,,,,,,,,,,,,,,,,,,,Normal
806,,,,,,,,,,,,,,,,,,,,Normal
2466,,,,,,,,,,,,,,,,,,,,Normal
731,,,,,,,,,,,,,,,,,,,,Normal
1486,,,,,,,,,,,,,,,,,,,,Normal
1449,,,,,,,,,,,,,,,,,,,,Normal
2409,,,,,,,,,,,,,,,,,,,,Normal
2541,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2457,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2378,,,,,,,,,,,,,,,,,,,,Normal
2355,,,,,,,,,,,,,,,,,,,,Normal
2676,,,,,,,,,,,,,,,,,,,,Normal
2409,,,,,,,,,,,,,,,,,,,,Normal
2349,,,,,,,,,,,,,,,,,,,,Normal
2417,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2466,,,,,,,,,,,,,,,,,,,,Normal
2404,,,,,,,,,,,,,,,,,,,,Normal
1276,,,,,,,,,,,,,,,,,,,,Normal
2676,,,,,,,,,,,,,,,,,,,,Normal
2417,,,,,,,,,,,,,,,,,,,,Normal
2404,,,,,,,,,,,,,,,,,,,,Normal
1169,,,,,,,,,,,,,,,,,,,,Normal
2355,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2466,,,,,,,,,,,,,,,,,,,,Normal
2176,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2466,,,,,,,,,,,,,,,,,,,,Normal
2378,,,,,,,,,,,,,,,,,,,,Normal
2466,,,,,,,,,,,,,,,,,,,,Normal
2541,,,,,,,,,,,,,,,,,,,,Normal
2404,,,,,,,,,,,,,,,,,,,,Normal
2404,,,,,,,,,,,,,,,,,,,,Normal
2404,,,,,,,,,,,,,,,,,,,,Normal
2541,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2409,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2404,,,,,,,,,,,,,,,,,,,,Normal
2541,,,,,,,,,,,,,,,,,,,,Normal
2355,,,,,,,,,,,,,,,,,,,,Normal
2384,,,,,,,,,,,,,,,,,,,,Normal
2404,,,,,,,,,,,,,,,,,,,,Normal
2466,,,,,,,,,,,,,,,,,,,,Normal
2466,,,,,,,,,,,,,,,,,,,,Normal
2541,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2355,,,,,,,,,,,,,,,,,,,,Normal
2614,,,,,,,,,,,,,,,,,,,,Normal
2417,,,,,,,,,,,,,,,,,,,,Normal
2417,,,,,,,,,,,,,,,,,,,,Normal
2355,,,,,,,,,,,,,,,,,,,,Normal
2541,,,,,,,,,,,,,,,,,,,,Normal
2409,,,,,,,,,,,,,,,,,,,,Normal
2404,,,,,,,,,,,,,,,,,,,,Normal
2797,,,,,,,,,,,,,,,,,,,,Normal
1309,,,,,,,,,,,,,,,,,,,,Normal
2777,,,,,,,,,,,,,,,,,,,,Normal
1108,,,,,,,,,,,,,,,,,,,,Normal
2797,,,,,,,,,,,,,,,,,,,,Normal
2797,,,,,,,,,,,,,,,,,,,,Normal
2777,,,,,,,,,,,,,,,,,,,,Normal
2777,,,,,,,,,,,,,,,,,,,,Normal
2777,,,,,,,,,,,,,,,,,,,,Normal
2777,,,,,,,,,,,,,,,,,,,,Normal
2797,,,,,,,,,,,,,,,,,,,,Normal
2777,,,,,,,,,,,,,,,,,,,,Normal
2777,,,,,,,,,,,,,,,,,,,,Normal
2777,,,,,,,,,,,,,,,,,,,,Normal
2797,,,,,,,,,,,,,,,,,,,,Normal
1231,,,,,,,,,,,,,,,,,,,,Normal
2182,,,,,,,,,,,,,,,,,,,,Normal
2182,,,,,,,,,,,,,,,,,,,,Normal
712,,,,,,,,,,,,,,,,,,,,Normal
2182,,,,,,,,,,,,,,,,,,,,Normal
2182,,,,,,,,,,,,,,,,,,,,Normal
2182,,,,,,,,,,,,,,,,,,,,Normal
2182,,,,,,,,,,,,,,,,,,,,Normal
2182,,,,,,,,,,,,,,,,,,,,Normal
2172,,,,,,,,,,,,,,,,,,,,Normal
2172,,,,,,,,,,,,,,,,,,,,Normal
2172,,,,,,,,,,,,,,,,,,,,Normal
2172,,,,,,,,,,,,,,,,,,,,Normal
2172,,,,,,,,,,,,,,,,,,,,Normal
2172,,,,,,,,,,,,,,,,,,,,Normal
2172,,,,,,,,,,,,,,,,,,,,Normal
2172,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
1217,,,,,,,,,,,,,,,,,,,,Normal
1069,,,,,,,,,,,,,,,,,,,,Normal
1054,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2554,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2717,,,,,,,,,,,,,,,,,,,,Normal
2149,,,,,,,,,,,,,,,,,,,,Normal
2149,,,,,,,,,,,,,,,,,,,,Normal
2149,,,,,,,,,,,,,,,,,,,,Normal
2149,,,,,,,,,,,,,,,,,,,,Normal
2149,,,,,,,,,,,,,,,,,,,,Normal
2033,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
1988,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
3306,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
2901,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
1024,,,,,,,,,,,,,,,,,,,,Normal
